Duración_segundos,¿Estás informado sobre los videos generados con Inteligencia Artificial como deepfake? ,¿Alguna vez has visto un video hecho por Inteligencia Artificial? ,¿Sabes generar videos o imágenes con Inteligencia Artificial? ,¿El siguiente video es Real o es una IA?,¿El siguiente video es Real o es una IA?2,¿El siguiente video es Real o es una IA?3,¿El siguiente video es Real o es una IA?4,¿El siguiente video es Real o es una IA?5,¿El siguiente video es Real o es una IA?6,¿El siguiente video es Real o es una IA?7,¿El siguiente video es Real o es una IA?8,¿El siguiente video es Real o es una IA?9,¿El siguiente video es Real o es una IA?10,Seleccione su rango de edad_18-25,Seleccione su rango de edad_25-30,Seleccione su rango de edad_31-40,Seleccione su rango de edad_41-50,¿Con qué frecuencia usas redes sociales al día?_2-4 horas,¿Con qué frecuencia usas redes sociales al día?_4-6 horas,¿Con qué frecuencia usas redes sociales al día?_6-8 horas,¿Con qué frecuencia usas redes sociales al día?_8-10 horas,¿Con qué frecuencia usas redes sociales al día?_más de 10 horas,rrss_Facebook,rrss_Instagram,rrss_Otras,rrss_Tiktok,rrss_Whatsapp,rrss_X,¿El siguiente video es Real o es una IA?_acierto,¿El siguiente video es Real o es una IA?2_acierto,¿El siguiente video es Real o es una IA?3_acierto,¿El siguiente video es Real o es una IA?4_acierto,¿El siguiente video es Real o es una IA?5_acierto,¿El siguiente video es Real o es una IA?6_acierto,¿El siguiente video es Real o es una IA?7_acierto,¿El siguiente video es Real o es una IA?8_acierto,¿El siguiente video es Real o es una IA?9_acierto,¿El siguiente video es Real o es una IA?10_acierto
194.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
186.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
162.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
237.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
236.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
211.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
168.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
209.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
240.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
229.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
213.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
202.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
170.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
212.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
196.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
176.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
213.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
214.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
233.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
221.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
166.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
190.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
216.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
182.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
243.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
157.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
195.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
192.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
198.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
204.5276595744681,0.0,0.0,1.0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0
35.0,0.0,0.0,1.0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,1,0,0,0,1
203.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
196.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
156.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
238.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
170.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
210.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
229.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
185.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
204.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
202.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
212.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
170.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
193.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
183.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
194.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
201.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
195.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
215.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
229.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
235.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
199.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
228.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
198.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
224.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,1,1,0
177.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0,1,0,0,1,1,0
224.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
215.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
204.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
211.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
226.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
221.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
159.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
240.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
238.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
196.5276595744681,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0
97.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
102.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,1,0,1,0,1,1
158.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1
90.0,0.0,0.0,1.0,0,0,1,0,1,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,1,1,0,0,0
127.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1
250.0,0.0,0.0,1.0,1,1,1,1,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1
204.0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,1,1,0,1
230.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,1,0,1,1
222.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,1,1,1,1,0
281.0,0.0,0.0,1.0,1,1,1,1,0,1,1,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,1,1,0,1,0
40.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
168.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
202.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
229.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
229.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
202.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
228.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
207.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
156.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
231.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
173.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1,1,0,1,1
155.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1,1,0,1,1
225.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
166.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
205.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
231.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1,1,0,1,1
209.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1,1,0,1,1
207.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
164.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
194.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
181.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
189.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
186.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
187.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
177.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
204.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
230.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
175.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
164.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
159.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
229.5276595744681,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,1
37.0,0.0,0.0,0.0,0,1,1,1,1,1,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,1,1,1,0,0,1
86.0,0.0,0.0,1.0,0,0,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1
106.0,0.0,0.0,1.0,0,0,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1
