Duración_segundos,¿Estás informado sobre los videos generados con Inteligencia Artificial como deepfake? ,¿Alguna vez has visto un video hecho por Inteligencia Artificial? ,¿Sabes generar videos o imágenes con Inteligencia Artificial? ,¿El siguiente video es Real o es una IA?,¿El siguiente video es Real o es una IA?2,¿El siguiente video es Real o es una IA?3,¿El siguiente video es Real o es una IA?4,¿El siguiente video es Real o es una IA?5,¿El siguiente video es Real o es una IA?6,¿El siguiente video es Real o es una IA?7,¿El siguiente video es Real o es una IA?8,¿El siguiente video es Real o es una IA?9,¿El siguiente video es Real o es una IA?10,Seleccione su rango de edad_18-25,Seleccione su rango de edad_25-30,Seleccione su rango de edad_31-40,Seleccione su rango de edad_41-50,¿Con qué frecuencia usas redes sociales al día?_2-4 horas,¿Con qué frecuencia usas redes sociales al día?_4-6 horas,¿Con qué frecuencia usas redes sociales al día?_6-8 horas,¿Con qué frecuencia usas redes sociales al día?_8-10 horas,¿Con qué frecuencia usas redes sociales al día?_más de 10 horas,rrss_Facebook,rrss_Instagram,rrss_Otras,rrss_Tiktok,rrss_Whatsapp,rrss_X,¿El siguiente video es Real o es una IA?_acierto,¿El siguiente video es Real o es una IA?2_acierto,¿El siguiente video es Real o es una IA?3_acierto,¿El siguiente video es Real o es una IA?4_acierto,¿El siguiente video es Real o es una IA?5_acierto,¿El siguiente video es Real o es una IA?6_acierto,¿El siguiente video es Real o es una IA?7_acierto,¿El siguiente video es Real o es una IA?8_acierto,¿El siguiente video es Real o es una IA?9_acierto,¿El siguiente video es Real o es una IA?10_acierto
56.0,0.0,0.0,0.0,1,0,1,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,1,1,1,0,0,0,0
192.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,1,0,1,1
210.0,0.0,0.0,1.0,1,0,1,0,1,0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,1,1
157.0,0.0,0.0,1.0,0,1,1,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,1,0,1,0,1,1
96.0,0.0,1.0,0.0,0,1,1,1,0,1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,1,0,1,1,1,1,0
164.0,0.0,0.0,1.0,0,1,0,0,1,1,1,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,1,1,1,1,0,1
245.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,1
318.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1,1,0,0,0,1,1,1
163.0,0.0,0.0,0.0,1,0,0,1,1,1,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,1,1,0,1,1
118.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,1,0,1,1
114.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,1,0,1,1,1,1
261.0,0.0,0.0,1.0,1,1,1,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,1,0,0,1
184.0,0.0,0.0,0.0,1,0,0,1,1,1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,1,1,1,1,1,1,0
260.0,1.0,0.0,1.0,0,1,1,1,1,0,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,0,1,1,1,0
191.0,1.0,0.0,0.0,1,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,1,1,1,1
173.0,0.0,0.0,1.0,1,1,1,1,1,0,1,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,0,1
153.0,0.0,0.0,0.0,0,1,1,1,1,1,1,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,1,1,0,1,1
216.0,0.0,0.0,1.0,0,1,1,1,0,0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1,1,0,0,1,1,1,1
344.0,1.0,0.0,0.0,0,0,1,1,1,1,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,1,1,1,1,0,0,1
325.0,0.0,0.0,1.0,1,1,1,0,0,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,1,1,1,1
102.0,1.0,0.0,1.0,0,1,0,1,1,0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,1,0,1,1,0,1
124.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0,0,0,1,0,0,1
314.0,0.0,0.0,0.0,1,1,1,0,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,1,0,1,1,1,1
248.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0,1,0,0,1,0,1,1
214.0,0.0,0.0,0.0,1,1,0,0,1,1,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1
226.0,1.0,1.0,1.0,0,1,0,0,0,1,1,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,1,1,0,1
149.0,0.0,0.0,1.0,0,1,0,1,0,0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,1,1,0,1
199.0,1.0,0.0,1.0,1,1,1,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,1,1,1
266.0,0.0,0.0,0.0,0,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,1,0,1,1,1,1
218.0,0.0,0.0,1.0,1,1,1,1,0,0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,1,1,1,1
175.0,0.0,0.0,1.0,0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1
184.0,0.0,0.0,1.0,0,0,1,0,1,1,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,1
294.0,0.0,0.0,1.0,0,1,1,1,1,0,1,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,1,0,1,1,1,0
70.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,0,0,1,0,0,1
166.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,1,1,1,1,1,1,0,1
121.0,1.0,0.0,1.0,0,1,1,1,1,1,1,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,1,1,0,0,1
119.0,0.0,0.0,1.0,0,1,1,1,0,0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,0,0,1,1,0,1
251.0,0.0,0.0,1.0,0,1,1,1,1,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,1,0,0,1,1,0
277.0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,1,1,1,1
235.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,1
204.0,0.0,0.0,1.0,1,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,1,0,0,0
142.0,0.0,0.0,1.0,0,0,1,1,0,1,1,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,1,0,1,1,0,1,1
253.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,1,0,1,1
111.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,1,0,1
267.0,1.0,0.0,1.0,1,1,1,0,1,1,0,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1,1,0,1,0,1
242.0,0.0,0.0,1.0,1,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,1,1
117.0,0.0,0.0,1.0,0,1,1,1,1,0,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,1,0,1,1,1,0
266.0,0.0,0.0,1.0,0,1,1,0,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1,0,1,1,1,1,1,1
77.0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,0,0,1,1,1,1
168.0,0.0,0.0,1.0,0,1,1,1,0,1,1,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,0,1,1,0,0,1
202.0,0.0,0.0,0.0,0,0,0,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,1,1,1,0,1,1,1
129.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1
170.0,1.0,0.0,1.0,0,1,0,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,0,1,1,0,1,1,1,1
110.0,0.0,1.0,1.0,0,0,1,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,1,0,1,1,1,1
316.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
165.0,0.0,0.0,1.0,1,1,1,0,0,0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,0,0,0,1,1,0,1
178.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1
242.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,0,0,1,0,0,1,1,1
206.0,0.0,0.0,0.0,1,1,1,0,1,0,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,1,0,1,1,1,1
228.0,0.0,0.0,0.0,1,1,1,0,1,0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,1,1,0,1
251.0,1.0,0.0,0.0,1,1,1,1,1,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,1,1,1
191.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,1,0,0,1,0,1,1
246.0,0.0,0.0,1.0,1,0,1,0,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,1
180.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,1,1,1,1,1,1
238.0,0.0,0.0,0.0,0,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0,1,1,1,1
284.0,0.0,0.0,1.0,0,1,1,0,1,0,1,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,1,1,0,1,0,1,1,0,1
343.0,0.0,0.0,1.0,1,1,1,0,1,0,1,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,1,0,1,0,1,1,0,1
225.0,0.0,0.0,1.0,0,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,1,0,1,1,1,1
354.0,0.0,0.0,0.0,1,1,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,1,0,0,0
227.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1
168.0,0.0,0.0,1.0,0,1,1,0,1,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,1,0,1,0
280.0,0.0,0.0,0.0,0,1,1,0,1,1,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,1,1,0,1,0,0
230.0,0.0,0.0,0.0,1,1,1,0,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,1,1,1,1
270.0,0.0,0.0,1.0,0,0,0,0,1,0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1
228.0,0.0,0.0,0.0,1,1,1,0,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,1,1,1,1
171.0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,1,1,1,1
299.0,1.0,0.0,1.0,0,1,1,1,1,1,1,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1,1,1,1,0,1,0
254.0,0.0,0.0,1.0,0,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0,1,1,1,1
211.0,0.0,0.0,0.0,0,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,1,0,1,1,1,1
301.0,0.0,0.0,0.0,0,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,1,0,0,1,1,1,1
229.0,0.0,0.0,1.0,0,1,1,1,1,0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1,1,1,1,0,1,1,0,1
261.0,0.0,0.0,1.0,0,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,0,1,1,1,1
178.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,1,0,1,1
322.0,0.0,0.0,1.0,1,1,0,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,1,1,1
161.0,0.0,0.0,1.0,0,1,1,1,1,1,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,1,1,1,1,1,0,1
227.0,0.0,0.0,1.0,0,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1,1,1,1,1,1
205.0,0.0,0.0,0.0,0,0,1,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1,0,1,1
274.0,0.0,0.0,1.0,1,1,1,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,1,1,1
217.0,0.0,0.0,0.0,1,0,0,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,1,1,1,1
186.0,0.0,0.0,1.0,0,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,1,1,1,1
192.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1
233.0,1.0,0.0,1.0,1,1,1,0,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,0,1,1,1
290.0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1,1
206.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1
321.0,1.0,0.0,1.0,1,1,0,1,0,0,1,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,1,1,0
145.0,0.0,0.0,1.0,0,1,1,1,1,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,0,0,1
254.0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,1,1
249.0,1.0,0.0,1.0,1,1,1,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,1,1
181.0,0.0,0.0,1.0,1,1,0,0,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,1,1,1
155.0,0.0,0.0,1.0,0,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,1,1,1,1
39.0,0.0,1.0,1.0,1,0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0
38.0,0.0,1.0,1.0,0,0,1,1,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,1,0
29.0,1.0,1.0,1.0,1,0,1,1,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1,0,1
34.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0
28.0,1.0,1.0,1.0,1,0,1,1,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,1,0
32.0,1.0,0.0,1.0,1,0,0,0,1,0,1,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,1,0
33.0,0.0,1.0,1.0,1,0,1,1,1,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,1,0,1,0
90.0,0.0,1.0,1.0,1,0,1,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0
188.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
204.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
231.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
209.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
198.5276595744681,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
